시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,28
강원도,강릉시,육우,수소,24개월,2
강원도,강릉시,육우,수소,29개월,1
강원도,강릉시,육우,수소,32개월,2
강원도,강릉시,육우,수소,40개월이상,1
강원도,강릉시,젖소,암소,20개월이하,207
강원도,강릉시,젖소,암소,21개월,7
강원도,강릉시,젖소,암소,22개월,14
강원도,강릉시,젖소,암소,23개월,9
강원도,강릉시,젖소,암소,24개월,6
강원도,강릉시,젖소,암소,25개월,9
강원도,강릉시,젖소,암소,26개월,6
강원도,강릉시,젖소,암소,27개월,5
강원도,강릉시,젖소,암소,28개월,8
강원도,강릉시,젖소,암소,29개월,9
강원도,강릉시,젖소,암소,30개월,12
강원도,강릉시,젖소,암소,31개월,12
강원도,강릉시,젖소,암소,32개월,10
강원도,강릉시,젖소,암소,33개월,4
강원도,강릉시,젖소,암소,34개월,10
강원도,강릉시,젖소,암소,35개월,11
강원도,강릉시,젖소,암소,36개월,5
강원도,강릉시,젖소,암소,37개월,11
강원도,강릉시,젖소,암소,38개월,5
강원도,강릉시,젖소,암소,39개월,4
강원도,강릉시,젖소,암소,40개월이상,281
강원도,강릉시,한우,수소,20개월이하,2003
강원도,강릉시,한우,수소,21개월,115
강원도,강릉시,한우,수소,22개월,183
강원도,강릉시,한우,수소,23개월,218
강원도,강릉시,한우,수소,24개월,195
강원도,강릉시,한우,수소,25개월,171
강원도,강릉시,한우,수소,26개월,85
강원도,강릉시,한우,수소,27개월,58
강원도,강릉시,한우,수소,28개월,72
강원도,강릉시,한우,수소,29개월,28
강원도,강릉시,한우,수소,30개월,12
강원도,강릉시,한우,수소,31개월,6
강원도,강릉시,한우,수소,32개월,6
강원도,강릉시,한우,수소,33개월,1
강원도,강릉시,한우,수소,34개월,1
강원도,강릉시,한우,수소,36개월,2
강원도,강릉시,한우,수소,37개월,1
강원도,강릉시,한우,수소,40개월이상,9
강원도,강릉시,한우,암소,20개월이하,1704
강원도,강릉시,한우,암소,21개월,81
강원도,강릉시,한우,암소,22개월,89
강원도,강릉시,한우,암소,23개월,113
강원도,강릉시,한우,암소,24개월,120
강원도,강릉시,한우,암소,25개월,100
강원도,강릉시,한우,암소,26개월,66
강원도,강릉시,한우,암소,27개월,61
강원도,강릉시,한우,암소,28개월,47
강원도,강릉시,한우,암소,29개월,50
강원도,강릉시,한우,암소,30개월,46
강원도,강릉시,한우,암소,31개월,66
강원도,강릉시,한우,암소,32개월,74
강원도,강릉시,한우,암소,33개월,78
강원도,강릉시,한우,암소,34개월,76
강원도,강릉시,한우,암소,35개월,108
강원도,강릉시,한우,암소,36개월,116
강원도,강릉시,한우,암소,37개월,95
강원도,강릉시,한우,암소,38개월,49
강원도,강릉시,한우,암소,39개월,42
강원도,강릉시,한우,암소,40개월이상,1582
강원도,고성군,육우,수소,20개월이하,7
강원도,고성군,육우,암소,20개월이하,2
강원도,고성군,젖소,암소,20개월이하,6
강원도,고성군,한우,수소,20개월이하,1798
강원도,고성군,한우,수소,21개월,75
강원도,고성군,한우,수소,22개월,78
강원도,고성군,한우,수소,23개월,103
강원도,고성군,한우,수소,24개월,165
강원도,고성군,한우,수소,25개월,93
강원도,고성군,한우,수소,26개월,67
강원도,고성군,한우,수소,27개월,67
강원도,고성군,한우,수소,28개월,57
강원도,고성군,한우,수소,29개월,42
강원도,고성군,한우,수소,30개월,29
강원도,고성군,한우,수소,31개월,16
강원도,고성군,한우,수소,32개월,12
강원도,고성군,한우,수소,33개월,5
강원도,고성군,한우,수소,34개월,5
강원도,고성군,한우,수소,35개월,4
강원도,고성군,한우,수소,36개월,4
강원도,고성군,한우,수소,37개월,4
강원도,고성군,한우,수소,38개월,3
강원도,고성군,한우,수소,39개월,4
강원도,고성군,한우,수소,40개월이상,15
강원도,고성군,한우,암소,20개월이하,2126
강원도,고성군,한우,암소,21개월,115
강원도,고성군,한우,암소,22개월,113
강원도,고성군,한우,암소,23개월,173
강원도,고성군,한우,암소,24개월,267
강원도,고성군,한우,암소,25개월,150
강원도,고성군,한우,암소,26개월,86
강원도,고성군,한우,암소,27개월,71
강원도,고성군,한우,암소,28개월,81
강원도,고성군,한우,암소,29개월,56
강원도,고성군,한우,암소,30개월,77
강원도,고성군,한우,암소,31개월,58
강원도,고성군,한우,암소,32개월,74
강원도,고성군,한우,암소,33개월,68
강원도,고성군,한우,암소,34개월,122
강원도,고성군,한우,암소,35개월,150
강원도,고성군,한우,암소,36개월,150
강원도,고성군,한우,암소,37개월,147
강원도,고성군,한우,암소,38개월,131
강원도,고성군,한우,암소,39개월,69
강원도,고성군,한우,암소,40개월이상,2091
강원도,동해시,한우,수소,20개월이하,151
강원도,동해시,한우,수소,21개월,11
강원도,동해시,한우,수소,22개월,17
강원도,동해시,한우,수소,23개월,7
강원도,동해시,한우,수소,24개월,6
강원도,동해시,한우,수소,25개월,10
강원도,동해시,한우,수소,26개월,7
강원도,동해시,한우,수소,27개월,6
강원도,동해시,한우,수소,28개월,7
강원도,동해시,한우,수소,29개월,1
강원도,동해시,한우,수소,31개월,1
강원도,동해시,한우,수소,32개월,2
강원도,동해시,한우,수소,33개월,1
강원도,동해시,한우,암소,20개월이하,256
강원도,동해시,한우,암소,21개월,19
강원도,동해시,한우,암소,22개월,17
강원도,동해시,한우,암소,23개월,12
강원도,동해시,한우,암소,24개월,19
강원도,동해시,한우,암소,25개월,22
강원도,동해시,한우,암소,26개월,5
강원도,동해시,한우,암소,27개월,6
강원도,동해시,한우,암소,28개월,12
강원도,동해시,한우,암소,29개월,8
강원도,동해시,한우,암소,30개월,4
강원도,동해시,한우,암소,31개월,7
강원도,동해시,한우,암소,32개월,4
강원도,동해시,한우,암소,33개월,12
강원도,동해시,한우,암소,34개월,13
강원도,동해시,한우,암소,35개월,6
강원도,동해시,한우,암소,36개월,13
강원도,동해시,한우,암소,37개월,9
강원도,동해시,한우,암소,38개월,4
강원도,동해시,한우,암소,39개월,7
강원도,동해시,한우,암소,40개월이상,222
강원도,삼척시,한우,수소,20개월이하,2319
강원도,삼척시,한우,수소,21개월,100
강원도,삼척시,한우,수소,22개월,119
강원도,삼척시,한우,수소,23개월,135
강원도,삼척시,한우,수소,24개월,146
강원도,삼척시,한우,수소,25개월,169
강원도,삼척시,한우,수소,26개월,53
강원도,삼척시,한우,수소,27개월,61
강원도,삼척시,한우,수소,28개월,64
강원도,삼척시,한우,수소,29개월,26
강원도,삼척시,한우,수소,30개월,22
강원도,삼척시,한우,수소,31개월,13
강원도,삼척시,한우,수소,32개월,9
강원도,삼척시,한우,수소,33개월,5
강원도,삼척시,한우,수소,34개월,1
강원도,삼척시,한우,수소,36개월,2
강원도,삼척시,한우,수소,40개월이상,2
강원도,삼척시,한우,암소,20개월이하,2656
강원도,삼척시,한우,암소,21개월,109
강원도,삼척시,한우,암소,22개월,130
강원도,삼척시,한우,암소,23개월,210
강원도,삼척시,한우,암소,24개월,194
강원도,삼척시,한우,암소,25개월,186
강원도,삼척시,한우,암소,26개월,79
강원도,삼척시,한우,암소,27개월,65
강원도,삼척시,한우,암소,28개월,74
강원도,삼척시,한우,암소,29개월,59
강원도,삼척시,한우,암소,30개월,86
강원도,삼척시,한우,암소,31개월,75
강원도,삼척시,한우,암소,32개월,89
강원도,삼척시,한우,암소,33개월,65
강원도,삼척시,한우,암소,34개월,112
강원도,삼척시,한우,암소,35개월,164
강원도,삼척시,한우,암소,36개월,171
강원도,삼척시,한우,암소,37개월,159
강원도,삼척시,한우,암소,38개월,89
강원도,삼척시,한우,암소,39개월,65
강원도,삼척시,한우,암소,40개월이상,2843
강원도,속초시,한우,수소,20개월이하,39
강원도,속초시,한우,수소,21개월,3
강원도,속초시,한우,수소,22개월,2
강원도,속초시,한우,수소,23개월,2
강원도,속초시,한우,수소,25개월,3
강원도,속초시,한우,수소,26개월,4
강원도,속초시,한우,수소,27개월,6
강원도,속초시,한우,수소,28개월,8
강원도,속초시,한우,수소,29개월,2
강원도,속초시,한우,수소,30개월,2
강원도,속초시,한우,수소,38개월,1
강원도,속초시,한우,암소,20개월이하,59
강원도,속초시,한우,암소,21개월,5
강원도,속초시,한우,암소,22개월,5
강원도,속초시,한우,암소,23개월,6
강원도,속초시,한우,암소,24개월,10
강원도,속초시,한우,암소,25개월,6
강원도,속초시,한우,암소,26개월,4
강원도,속초시,한우,암소,27개월,5
강원도,속초시,한우,암소,28개월,5
강원도,속초시,한우,암소,29개월,3
강원도,속초시,한우,암소,30개월,4
강원도,속초시,한우,암소,31개월,1
강원도,속초시,한우,암소,32개월,2
강원도,속초시,한우,암소,33개월,1
강원도,속초시,한우,암소,34개월,3
