시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,36
강원도,강릉시,육우,수소,22개월,1
강원도,강릉시,육우,수소,25개월,1
강원도,강릉시,육우,수소,33개월,2
강원도,강릉시,육우,수소,38개월,1
강원도,강릉시,육우,수소,40개월이상,1
강원도,강릉시,육우,암소,20개월이하,1
강원도,강릉시,젖소,암소,20개월이하,193
강원도,강릉시,젖소,암소,21개월,3
강원도,강릉시,젖소,암소,22개월,21
강원도,강릉시,젖소,암소,23개월,4
강원도,강릉시,젖소,암소,24개월,10
강원도,강릉시,젖소,암소,25개월,12
강원도,강릉시,젖소,암소,26개월,4
강원도,강릉시,젖소,암소,27개월,34
강원도,강릉시,젖소,암소,28개월,3
강원도,강릉시,젖소,암소,29개월,4
강원도,강릉시,젖소,암소,30개월,5
강원도,강릉시,젖소,암소,31개월,12
강원도,강릉시,젖소,암소,32개월,9
강원도,강릉시,젖소,암소,33개월,5
강원도,강릉시,젖소,암소,34개월,8
강원도,강릉시,젖소,암소,35개월,5
강원도,강릉시,젖소,암소,36개월,5
강원도,강릉시,젖소,암소,37개월,7
강원도,강릉시,젖소,암소,38개월,9
강원도,강릉시,젖소,암소,39개월,10
강원도,강릉시,젖소,암소,40개월이상,277
강원도,강릉시,한우,수소,20개월이하,2078
강원도,강릉시,한우,수소,21개월,173
강원도,강릉시,한우,수소,22개월,191
강원도,강릉시,한우,수소,23개월,122
강원도,강릉시,한우,수소,24개월,71
강원도,강릉시,한우,수소,25개월,82
강원도,강릉시,한우,수소,26개월,95
강원도,강릉시,한우,수소,27개월,63
강원도,강릉시,한우,수소,28개월,48
강원도,강릉시,한우,수소,29개월,57
강원도,강릉시,한우,수소,30개월,59
강원도,강릉시,한우,수소,31개월,27
강원도,강릉시,한우,수소,32개월,21
강원도,강릉시,한우,수소,33개월,8
강원도,강릉시,한우,수소,34개월,4
강원도,강릉시,한우,수소,35개월,5
강원도,강릉시,한우,수소,40개월이상,2
강원도,강릉시,한우,암소,20개월이하,1699
강원도,강릉시,한우,암소,21개월,151
강원도,강릉시,한우,암소,22개월,147
강원도,강릉시,한우,암소,23개월,90
강원도,강릉시,한우,암소,24개월,73
강원도,강릉시,한우,암소,25개월,67
강원도,강릉시,한우,암소,26개월,54
강원도,강릉시,한우,암소,27개월,62
강원도,강릉시,한우,암소,28개월,67
강원도,강릉시,한우,암소,29개월,59
강원도,강릉시,한우,암소,30개월,74
강원도,강릉시,한우,암소,31개월,85
강원도,강릉시,한우,암소,32개월,105
강원도,강릉시,한우,암소,33개월,115
강원도,강릉시,한우,암소,34개월,99
강원도,강릉시,한우,암소,35개월,60
강원도,강릉시,한우,암소,36개월,48
강원도,강릉시,한우,암소,37개월,41
강원도,강릉시,한우,암소,38개월,42
강원도,강릉시,한우,암소,39개월,38
강원도,강릉시,한우,암소,40개월이상,1709
강원도,고성군,육우,수소,20개월이하,10
강원도,고성군,육우,수소,21개월,2
강원도,고성군,육우,암소,20개월이하,3
강원도,고성군,육우,암소,21개월,1
강원도,고성군,육우,암소,22개월,1
강원도,고성군,젖소,암소,20개월이하,7
강원도,고성군,젖소,암소,22개월,1
강원도,고성군,한우,수소,20개월이하,2502
강원도,고성군,한우,수소,21개월,192
강원도,고성군,한우,수소,22개월,115
강원도,고성군,한우,수소,23개월,53
강원도,고성군,한우,수소,24개월,40
강원도,고성군,한우,수소,25개월,64
강원도,고성군,한우,수소,26개월,61
강원도,고성군,한우,수소,27개월,56
강원도,고성군,한우,수소,28개월,51
강원도,고성군,한우,수소,29개월,52
강원도,고성군,한우,수소,30개월,53
강원도,고성군,한우,수소,31개월,38
강원도,고성군,한우,수소,32개월,27
강원도,고성군,한우,수소,33개월,23
강원도,고성군,한우,수소,34개월,16
강원도,고성군,한우,수소,35개월,5
강원도,고성군,한우,수소,36개월,2
강원도,고성군,한우,수소,37개월,3
강원도,고성군,한우,수소,38개월,1
강원도,고성군,한우,수소,39개월,1
강원도,고성군,한우,수소,40개월이상,19
강원도,고성군,한우,암소,20개월이하,2299
강원도,고성군,한우,암소,21개월,194
강원도,고성군,한우,암소,22개월,176
강원도,고성군,한우,암소,23개월,102
강원도,고성군,한우,암소,24개월,70
강원도,고성군,한우,암소,25개월,76
강원도,고성군,한우,암소,26개월,58
강원도,고성군,한우,암소,27개월,62
강원도,고성군,한우,암소,28개월,54
강원도,고성군,한우,암소,29개월,81
강원도,고성군,한우,암소,30개월,112
강원도,고성군,한우,암소,31개월,105
강원도,고성군,한우,암소,32개월,163
강원도,고성군,한우,암소,33개월,244
강원도,고성군,한우,암소,34개월,139
강원도,고성군,한우,암소,35개월,83
강원도,고성군,한우,암소,36개월,65
강원도,고성군,한우,암소,37개월,70
강원도,고성군,한우,암소,38개월,44
강원도,고성군,한우,암소,39개월,61
강원도,고성군,한우,암소,40개월이상,2375
강원도,동해시,한우,수소,20개월이하,179
강원도,동해시,한우,수소,21개월,10
강원도,동해시,한우,수소,22개월,11
강원도,동해시,한우,수소,23개월,6
강원도,동해시,한우,수소,25개월,2
강원도,동해시,한우,수소,26개월,4
강원도,동해시,한우,수소,27개월,5
강원도,동해시,한우,수소,28개월,2
강원도,동해시,한우,수소,29개월,5
강원도,동해시,한우,수소,30개월,6
강원도,동해시,한우,수소,31개월,6
강원도,동해시,한우,수소,33개월,1
강원도,동해시,한우,암소,20개월이하,271
강원도,동해시,한우,암소,21개월,19
강원도,동해시,한우,암소,22개월,20
강원도,동해시,한우,암소,23개월,13
강원도,동해시,한우,암소,24개월,8
강원도,동해시,한우,암소,25개월,9
강원도,동해시,한우,암소,26개월,6
강원도,동해시,한우,암소,27개월,14
강원도,동해시,한우,암소,28개월,9
강원도,동해시,한우,암소,29개월,7
강원도,동해시,한우,암소,30개월,17
강원도,동해시,한우,암소,31개월,13
강원도,동해시,한우,암소,32개월,12
강원도,동해시,한우,암소,33개월,20
강원도,동해시,한우,암소,34개월,22
강원도,동해시,한우,암소,35개월,5
강원도,동해시,한우,암소,36개월,6
강원도,동해시,한우,암소,37개월,11
강원도,동해시,한우,암소,38개월,6
강원도,동해시,한우,암소,39개월,3
강원도,동해시,한우,암소,40개월이상,219
강원도,삼척시,한우,수소,20개월이하,2218
강원도,삼척시,한우,수소,21개월,166
강원도,삼척시,한우,수소,22개월,125
강원도,삼척시,한우,수소,23개월,83
강원도,삼척시,한우,수소,24개월,62
강원도,삼척시,한우,수소,25개월,46
강원도,삼척시,한우,수소,26개월,53
강원도,삼척시,한우,수소,27개월,70
강원도,삼척시,한우,수소,28개월,78
강원도,삼척시,한우,수소,29개월,57
강원도,삼척시,한우,수소,30개월,62
강원도,삼척시,한우,수소,31개월,47
강원도,삼척시,한우,수소,32개월,13
강원도,삼척시,한우,수소,33개월,5
강원도,삼척시,한우,수소,34개월,4
강원도,삼척시,한우,수소,35개월,1
강원도,삼척시,한우,수소,36개월,1
강원도,삼척시,한우,수소,40개월이상,2
강원도,삼척시,한우,암소,20개월이하,2602
강원도,삼척시,한우,암소,21개월,217
강원도,삼척시,한우,암소,22개월,183
강원도,삼척시,한우,암소,23개월,138
강원도,삼척시,한우,암소,24개월,77
강원도,삼척시,한우,암소,25개월,89
강원도,삼척시,한우,암소,26개월,81
강원도,삼척시,한우,암소,27개월,88
강원도,삼척시,한우,암소,28개월,91
강원도,삼척시,한우,암소,29개월,123
강원도,삼척시,한우,암소,30개월,93
강원도,삼척시,한우,암소,31개월,109
강원도,삼척시,한우,암소,32개월,174
강원도,삼척시,한우,암소,33개월,168
강원도,삼척시,한우,암소,34개월,155
강원도,삼척시,한우,암소,35개월,68
강원도,삼척시,한우,암소,36개월,57
강원도,삼척시,한우,암소,37개월,64
강원도,삼척시,한우,암소,38개월,49
강원도,삼척시,한우,암소,39개월,74
강원도,삼척시,한우,암소,40개월이상,2925
강원도,속초시,한우,수소,20개월이하,66
강원도,속초시,한우,수소,21개월,3
강원도,속초시,한우,수소,22개월,1
강원도,속초시,한우,수소,23개월,2
강원도,속초시,한우,수소,27개월,4
강원도,속초시,한우,수소,28개월,3
강원도,속초시,한우,수소,29개월,3
강원도,속초시,한우,수소,30개월,3
강원도,속초시,한우,수소,31개월,1
강원도,속초시,한우,암소,20개월이하,62
강원도,속초시,한우,암소,22개월,1
강원도,속초시,한우,암소,24개월,5
강원도,속초시,한우,암소,26개월,2
강원도,속초시,한우,암소,27개월,6
강원도,속초시,한우,암소,28개월,4
강원도,속초시,한우,암소,29개월,7
강원도,속초시,한우,암소,30개월,5
강원도,속초시,한우,암소,31개월,4
강원도,속초시,한우,암소,32개월,4
강원도,속초시,한우,암소,33개월,8
강원도,속초시,한우,암소,34개월,5
강원도,속초시,한우,암소,35개월,3
강원도,속초시,한우,암소,36개월,4
강원도,속초시,한우,암소,37개월,4
강원도,속초시,한우,암소,38개월,3
강원도,속초시,한우,암소,39개월,4
강원도,속초시,한우,암소,40개월이상,65
강원도,양구군,한우,수소,20개월이하,2401
강원도,양구군,한우,수소,21개월,269
강원도,양구군,한우,수소,22개월,189
강원도,양구군,한우,수소,23개월,158
강원도,양구군,한우,수소,24개월,93
강원도,양구군,한우,수소,25개월,92
강원도,양구군,한우,수소,26개월,90
강원도,양구군,한우,수소,27개월,101
강원도,양구군,한우,수소,28개월,66
강원도,양구군,한우,수소,29개월,84
강원도,양구군,한우,수소,30개월,67
강원도,양구군,한우,수소,31개월,57
강원도,양구군,한우,수소,32개월,17
강원도,양구군,한우,수소,33개월,7
강원도,양구군,한우,수소,34개월,3
강원도,양구군,한우,수소,35개월,1
강원도,양구군,한우,수소,39개월,1
강원도,양구군,한우,수소,40개월이상,18
강원도,양구군,한우,암소,20개월이하,1606
강원도,양구군,한우,암소,21개월,133
강원도,양구군,한우,암소,22개월,118
강원도,양구군,한우,암소,23개월,41
강원도,양구군,한우,암소,24개월,38
강원도,양구군,한우,암소,25개월,51
강원도,양구군,한우,암소,26개월,46
강원도,양구군,한우,암소,27개월,43
강원도,양구군,한우,암소,28개월,54
강원도,양구군,한우,암소,29개월,65
강원도,양구군,한우,암소,30개월,56
강원도,양구군,한우,암소,31개월,79
강원도,양구군,한우,암소,32개월,75
강원도,양구군,한우,암소,33개월,103
강원도,양구군,한우,암소,34개월,101
강원도,양구군,한우,암소,35개월,35
강원도,양구군,한우,암소,36개월,35
강원도,양구군,한우,암소,37개월,25
강원도,양구군,한우,암소,38개월,24
강원도,양구군,한우,암소,39개월,28
강원도,양구군,한우,암소,40개월이상,1813
강원도,양양군,육우,수소,20개월이하,8
강원도,양양군,육우,수소,23개월,1
강원도,양양군,육우,수소,28개월,1
강원도,양양군,한우,수소,20개월이하,1363
강원도,양양군,한우,수소,21개월,99
강원도,양양군,한우,수소,22개월,83
강원도,양양군,한우,수소,23개월,56
강원도,양양군,한우,수소,24개월,32
강원도,양양군,한우,수소,25개월,33
강원도,양양군,한우,수소,26개월,40
강원도,양양군,한우,수소,27개월,40
강원도,양양군,한우,수소,28개월,51
강원도,양양군,한우,수소,29개월,57
강원도,양양군,한우,수소,30개월,37
강원도,양양군,한우,수소,31개월,23
강원도,양양군,한우,수소,32개월,13
강원도,양양군,한우,수소,33개월,3
강원도,양양군,한우,수소,35개월,2
강원도,양양군,한우,수소,37개월,1
강원도,양양군,한우,암소,20개월이하,1618
강원도,양양군,한우,암소,21개월,129
강원도,양양군,한우,암소,22개월,90
강원도,양양군,한우,암소,23개월,54
강원도,양양군,한우,암소,24개월,38
강원도,양양군,한우,암소,25개월,31
강원도,양양군,한우,암소,26개월,36
강원도,양양군,한우,암소,27개월,43
강원도,양양군,한우,암소,28개월,44
강원도,양양군,한우,암소,29개월,83
강원도,양양군,한우,암소,30개월,67
강원도,양양군,한우,암소,31개월,71
강원도,양양군,한우,암소,32개월,96
강원도,양양군,한우,암소,33개월,118
강원도,양양군,한우,암소,34개월,97
강원도,양양군,한우,암소,35개월,52
강원도,양양군,한우,암소,36개월,48
강원도,양양군,한우,암소,37개월,28
강원도,양양군,한우,암소,38개월,15
강원도,양양군,한우,암소,39개월,31
강원도,양양군,한우,암소,40개월이상,2095
강원도,영월군,육우,수소,20개월이하,12
강원도,영월군,한우,수소,20개월이하,2414
강원도,영월군,한우,수소,21개월,202
강원도,영월군,한우,수소,22개월,255
강원도,영월군,한우,수소,23개월,166
강원도,영월군,한우,수소,24개월,75
강원도,영월군,한우,수소,25개월,65
강원도,영월군,한우,수소,26개월,78
강원도,영월군,한우,수소,27개월,89
강원도,영월군,한우,수소,28개월,118
강원도,영월군,한우,수소,29개월,131
강원도,영월군,한우,수소,30개월,138
강원도,영월군,한우,수소,31개월,63
강원도,영월군,한우,수소,32개월,41
강원도,영월군,한우,수소,33개월,23
강원도,영월군,한우,수소,34개월,11
강원도,영월군,한우,수소,35개월,6
강원도,영월군,한우,수소,36개월,3
강원도,영월군,한우,수소,37개월,1
강원도,영월군,한우,수소,40개월이상,1
강원도,영월군,한우,암소,20개월이하,2831
강원도,영월군,한우,암소,21개월,269
강원도,영월군,한우,암소,22개월,319
강원도,영월군,한우,암소,23개월,167
강원도,영월군,한우,암소,24개월,72
강원도,영월군,한우,암소,25개월,55
강원도,영월군,한우,암소,26개월,64
강원도,영월군,한우,암소,27개월,96
강원도,영월군,한우,암소,28개월,114
강원도,영월군,한우,암소,29개월,146
강원도,영월군,한우,암소,30개월,116
강원도,영월군,한우,암소,31개월,165
강원도,영월군,한우,암소,32개월,171
강원도,영월군,한우,암소,33개월,251
강원도,영월군,한우,암소,34개월,239
강원도,영월군,한우,암소,35개월,108
강원도,영월군,한우,암소,36개월,60
강원도,영월군,한우,암소,37개월,54
강원도,영월군,한우,암소,38개월,59
강원도,영월군,한우,암소,39개월,54
강원도,영월군,한우,암소,40개월이상,2495
강원도,원주시,육우,수소,20개월이하,159
강원도,원주시,육우,수소,21개월,4
강원도,원주시,육우,수소,22개월,9
강원도,원주시,육우,수소,23개월,8
강원도,원주시,육우,수소,24개월,9
강원도,원주시,육우,수소,25개월,2
강원도,원주시,육우,수소,26개월,1
강원도,원주시,육우,수소,27개월,2
강원도,원주시,육우,수소,28개월,1
강원도,원주시,육우,수소,29개월,1
강원도,원주시,육우,암소,20개월이하,19
강원도,원주시,육우,암소,21개월,2
강원도,원주시,육우,암소,22개월,3
강원도,원주시,육우,암소,23개월,3
강원도,원주시,육우,암소,26개월,1
강원도,원주시,육우,암소,29개월,3
강원도,원주시,육우,암소,30개월,1
강원도,원주시,육우,암소,31개월,2
강원도,원주시,육우,암소,34개월,1
강원도,원주시,육우,암소,40개월이상,3
강원도,원주시,젖소,암소,20개월이하,310
강원도,원주시,젖소,암소,21개월,16
강원도,원주시,젖소,암소,22개월,23
강원도,원주시,젖소,암소,23개월,19
강원도,원주시,젖소,암소,24개월,11
강원도,원주시,젖소,암소,25개월,17
강원도,원주시,젖소,암소,26개월,13
