시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,25
강원도,강릉시,육우,수소,21개월,2
강원도,강릉시,육우,수소,23개월,2
강원도,강릉시,육우,수소,26개월,2
강원도,강릉시,육우,수소,34개월,1
강원도,강릉시,육우,암소,35개월,1
강원도,강릉시,젖소,암소,20개월이하,213
강원도,강릉시,젖소,암소,21개월,5
강원도,강릉시,젖소,암소,22개월,10
강원도,강릉시,젖소,암소,23개월,9
강원도,강릉시,젖소,암소,24개월,13
강원도,강릉시,젖소,암소,25개월,13
강원도,강릉시,젖소,암소,26개월,11
강원도,강릉시,젖소,암소,27개월,5
강원도,강릉시,젖소,암소,28개월,12
강원도,강릉시,젖소,암소,29개월,12
강원도,강릉시,젖소,암소,30개월,5
강원도,강릉시,젖소,암소,31개월,12
강원도,강릉시,젖소,암소,32개월,5
강원도,강릉시,젖소,암소,33개월,4
강원도,강릉시,젖소,암소,34개월,10
강원도,강릉시,젖소,암소,35개월,2
강원도,강릉시,젖소,암소,36개월,31
강원도,강릉시,젖소,암소,37개월,13
강원도,강릉시,젖소,암소,38개월,7
강원도,강릉시,젖소,암소,39개월,18
강원도,강릉시,젖소,암소,40개월이상,255
강원도,강릉시,한우,수소,20개월이하,2415
강원도,강릉시,한우,수소,21개월,65
강원도,강릉시,한우,수소,22개월,91
강원도,강릉시,한우,수소,23개월,55
강원도,강릉시,한우,수소,24개월,70
강원도,강릉시,한우,수소,25개월,76
강원도,강릉시,한우,수소,26개월,71
강원도,강릉시,한우,수소,27개월,82
강원도,강릉시,한우,수소,28개월,122
강원도,강릉시,한우,수소,29개월,140
강원도,강릉시,한우,수소,30개월,69
강원도,강릉시,한우,수소,31개월,33
강원도,강릉시,한우,수소,32개월,11
강원도,강릉시,한우,수소,34개월,3
강원도,강릉시,한우,수소,35개월,2
강원도,강릉시,한우,수소,36개월,1
강원도,강릉시,한우,수소,37개월,1
강원도,강릉시,한우,수소,38개월,1
강원도,강릉시,한우,수소,39개월,1
강원도,강릉시,한우,수소,40개월이상,3
강원도,강릉시,한우,암소,20개월이하,1789
강원도,강릉시,한우,암소,21개월,61
강원도,강릉시,한우,암소,22개월,52
강원도,강릉시,한우,암소,23개월,51
강원도,강릉시,한우,암소,24개월,48
강원도,강릉시,한우,암소,25개월,74
강원도,강릉시,한우,암소,26개월,85
강원도,강릉시,한우,암소,27개월,82
강원도,강릉시,한우,암소,28개월,91
강원도,강릉시,한우,암소,29개월,117
강원도,강릉시,한우,암소,30개월,131
강원도,강릉시,한우,암소,31개월,102
강원도,강릉시,한우,암소,32개월,57
강원도,강릉시,한우,암소,33개월,51
강원도,강릉시,한우,암소,34개월,58
강원도,강릉시,한우,암소,35개월,29
강원도,강릉시,한우,암소,36개월,42
강원도,강릉시,한우,암소,37개월,41
강원도,강릉시,한우,암소,38개월,42
강원도,강릉시,한우,암소,39개월,53
강원도,강릉시,한우,암소,40개월이상,1688
강원도,고성군,한우,수소,20개월이하,2026
강원도,고성군,한우,수소,21개월,70
강원도,고성군,한우,수소,22개월,60
강원도,고성군,한우,수소,23개월,50
강원도,고성군,한우,수소,24개월,61
강원도,고성군,한우,수소,25개월,51
강원도,고성군,한우,수소,26개월,62
강원도,고성군,한우,수소,27개월,65
강원도,고성군,한우,수소,28개월,94
강원도,고성군,한우,수소,29개월,104
강원도,고성군,한우,수소,30개월,114
강원도,고성군,한우,수소,31개월,58
강원도,고성군,한우,수소,32개월,24
강원도,고성군,한우,수소,33개월,9
강원도,고성군,한우,수소,34개월,3
강원도,고성군,한우,수소,35개월,3
강원도,고성군,한우,수소,36개월,2
강원도,고성군,한우,수소,38개월,2
강원도,고성군,한우,수소,39개월,3
강원도,고성군,한우,수소,40개월이상,25
강원도,고성군,한우,암소,20개월이하,2362
강원도,고성군,한우,암소,21개월,73
강원도,고성군,한우,암소,22개월,84
강원도,고성군,한우,암소,23개월,56
강원도,고성군,한우,암소,24개월,77
강원도,고성군,한우,암소,25개월,59
강원도,고성군,한우,암소,26개월,85
강원도,고성군,한우,암소,27개월,78
강원도,고성군,한우,암소,28개월,136
강원도,고성군,한우,암소,29개월,179
강원도,고성군,한우,암소,30개월,171
강원도,고성군,한우,암소,31개월,171
강원도,고성군,한우,암소,32개월,142
강원도,고성군,한우,암소,33개월,78
강원도,고성군,한우,암소,34개월,63
강원도,고성군,한우,암소,35개월,58
강원도,고성군,한우,암소,36개월,76
강원도,고성군,한우,암소,37개월,58
강원도,고성군,한우,암소,38개월,85
강원도,고성군,한우,암소,39개월,85
강원도,고성군,한우,암소,40개월이상,2168
강원도,동해시,한우,수소,20개월이하,195
강원도,동해시,한우,수소,21개월,6
강원도,동해시,한우,수소,22개월,7
강원도,동해시,한우,수소,23개월,1
강원도,동해시,한우,수소,24개월,2
강원도,동해시,한우,수소,25개월,4
강원도,동해시,한우,수소,26개월,5
강원도,동해시,한우,수소,27개월,14
강원도,동해시,한우,수소,28개월,14
강원도,동해시,한우,수소,29개월,12
강원도,동해시,한우,수소,30개월,8
강원도,동해시,한우,수소,31개월,2
강원도,동해시,한우,암소,20개월이하,295
강원도,동해시,한우,암소,21개월,9
강원도,동해시,한우,암소,22개월,11
강원도,동해시,한우,암소,23개월,7
강원도,동해시,한우,암소,24개월,4
강원도,동해시,한우,암소,25개월,8
강원도,동해시,한우,암소,26개월,5
강원도,동해시,한우,암소,27개월,12
강원도,동해시,한우,암소,28개월,12
강원도,동해시,한우,암소,29개월,11
강원도,동해시,한우,암소,30개월,13
강원도,동해시,한우,암소,31개월,13
강원도,동해시,한우,암소,32개월,4
강원도,동해시,한우,암소,33개월,8
강원도,동해시,한우,암소,34개월,3
강원도,동해시,한우,암소,35개월,3
강원도,동해시,한우,암소,36개월,5
강원도,동해시,한우,암소,37개월,3
강원도,동해시,한우,암소,38개월,9
강원도,동해시,한우,암소,39개월,10
강원도,동해시,한우,암소,40개월이상,238
강원도,삼척시,한우,수소,20개월이하,2545
강원도,삼척시,한우,수소,21개월,70
강원도,삼척시,한우,수소,22개월,77
강원도,삼척시,한우,수소,23개월,50
강원도,삼척시,한우,수소,24개월,64
강원도,삼척시,한우,수소,25개월,79
강원도,삼척시,한우,수소,26개월,68
강원도,삼척시,한우,수소,27개월,73
강원도,삼척시,한우,수소,28개월,92
강원도,삼척시,한우,수소,29개월,105
강원도,삼척시,한우,수소,30개월,63
강원도,삼척시,한우,수소,31개월,33
강원도,삼척시,한우,수소,32개월,7
강원도,삼척시,한우,수소,33개월,2
강원도,삼척시,한우,수소,34개월,1
강원도,삼척시,한우,수소,35개월,2
강원도,삼척시,한우,수소,37개월,1
강원도,삼척시,한우,수소,40개월이상,8
강원도,삼척시,한우,암소,20개월이하,2841
강원도,삼척시,한우,암소,21개월,64
강원도,삼척시,한우,암소,22개월,78
강원도,삼척시,한우,암소,23개월,67
강원도,삼척시,한우,암소,24개월,98
강원도,삼척시,한우,암소,25개월,90
강원도,삼척시,한우,암소,26개월,108
강원도,삼척시,한우,암소,27개월,79
강원도,삼척시,한우,암소,28개월,123
강원도,삼척시,한우,암소,29개월,181
강원도,삼척시,한우,암소,30개월,186
강원도,삼척시,한우,암소,31개월,177
강원도,삼척시,한우,암소,32개월,110
강원도,삼척시,한우,암소,33개월,71
강원도,삼척시,한우,암소,34개월,69
강원도,삼척시,한우,암소,35개월,66
강원도,삼척시,한우,암소,36개월,74
강원도,삼척시,한우,암소,37개월,64
강원도,삼척시,한우,암소,38개월,82
강원도,삼척시,한우,암소,39개월,64
강원도,삼척시,한우,암소,40개월이상,2877
강원도,속초시,한우,수소,20개월이하,56
강원도,속초시,한우,수소,21개월,6
강원도,속초시,한우,수소,22개월,8
강원도,속초시,한우,수소,23개월,2
강원도,속초시,한우,수소,24개월,3
강원도,속초시,한우,수소,25개월,1
강원도,속초시,한우,수소,26개월,1
강원도,속초시,한우,수소,27개월,2
강원도,속초시,한우,수소,28개월,6
강원도,속초시,한우,수소,29개월,5
강원도,속초시,한우,수소,32개월,1
강원도,속초시,한우,암소,20개월이하,89
강원도,속초시,한우,암소,21개월,6
강원도,속초시,한우,암소,22개월,5
강원도,속초시,한우,암소,23개월,3
강원도,속초시,한우,암소,24개월,4
강원도,속초시,한우,암소,25개월,2
강원도,속초시,한우,암소,26개월,2
강원도,속초시,한우,암소,27개월,2
강원도,속초시,한우,암소,28개월,3
강원도,속초시,한우,암소,29개월,4
강원도,속초시,한우,암소,30개월,1
강원도,속초시,한우,암소,31개월,3
강원도,속초시,한우,암소,32개월,3
강원도,속초시,한우,암소,33개월,3
