시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,77
강원도,강릉시,육우,수소,21개월,6
강원도,강릉시,육우,수소,22개월,5
강원도,강릉시,육우,수소,23개월,5
강원도,강릉시,육우,수소,24개월,2
강원도,강릉시,육우,수소,25개월,2
강원도,강릉시,육우,수소,30개월,2
강원도,강릉시,육우,수소,33개월,1
강원도,강릉시,육우,수소,40개월이상,6
강원도,강릉시,육우,암소,20개월이하,6
강원도,강릉시,육우,암소,33개월,1
강원도,강릉시,젖소,암소,20개월이하,241
강원도,강릉시,젖소,암소,21개월,24
강원도,강릉시,젖소,암소,22개월,7
강원도,강릉시,젖소,암소,23개월,9
강원도,강릉시,젖소,암소,24개월,4
강원도,강릉시,젖소,암소,25개월,8
강원도,강릉시,젖소,암소,26개월,10
강원도,강릉시,젖소,암소,27개월,9
강원도,강릉시,젖소,암소,28개월,9
강원도,강릉시,젖소,암소,29개월,12
강원도,강릉시,젖소,암소,30개월,9
강원도,강릉시,젖소,암소,31개월,10
강원도,강릉시,젖소,암소,32개월,5
강원도,강릉시,젖소,암소,33개월,8
강원도,강릉시,젖소,암소,34개월,12
강원도,강릉시,젖소,암소,35개월,22
강원도,강릉시,젖소,암소,36개월,12
강원도,강릉시,젖소,암소,37개월,7
강원도,강릉시,젖소,암소,38개월,9
강원도,강릉시,젖소,암소,39개월,15
강원도,강릉시,젖소,암소,40개월이상,294
강원도,강릉시,한우,수소,20개월이하,2106
강원도,강릉시,한우,수소,21개월,89
강원도,강릉시,한우,수소,22개월,151
강원도,강릉시,한우,수소,23개월,182
강원도,강릉시,한우,수소,24개월,223
강원도,강릉시,한우,수소,25개월,161
강원도,강릉시,한우,수소,26개월,106
강원도,강릉시,한우,수소,27개월,104
강원도,강릉시,한우,수소,28개월,77
강원도,강릉시,한우,수소,29개월,70
강원도,강릉시,한우,수소,30개월,26
강원도,강릉시,한우,수소,31개월,9
강원도,강릉시,한우,수소,32개월,5
강원도,강릉시,한우,수소,33개월,8
강원도,강릉시,한우,수소,34개월,1
강원도,강릉시,한우,수소,36개월,1
강원도,강릉시,한우,수소,38개월,1
강원도,강릉시,한우,암소,20개월이하,1457
강원도,강릉시,한우,암소,21개월,73
강원도,강릉시,한우,암소,22개월,100
강원도,강릉시,한우,암소,23개월,119
강원도,강릉시,한우,암소,24개월,134
강원도,강릉시,한우,암소,25개월,95
강원도,강릉시,한우,암소,26개월,56
강원도,강릉시,한우,암소,27개월,55
강원도,강릉시,한우,암소,28개월,53
강원도,강릉시,한우,암소,29개월,38
강원도,강릉시,한우,암소,30개월,51
강원도,강릉시,한우,암소,31개월,51
강원도,강릉시,한우,암소,32개월,55
강원도,강릉시,한우,암소,33개월,63
강원도,강릉시,한우,암소,34개월,77
강원도,강릉시,한우,암소,35개월,108
강원도,강릉시,한우,암소,36개월,105
강원도,강릉시,한우,암소,37개월,82
강원도,강릉시,한우,암소,38개월,80
강원도,강릉시,한우,암소,39개월,61
강원도,강릉시,한우,암소,40개월이상,1629
강원도,고성군,육우,수소,20개월이하,1
강원도,고성군,육우,암소,33개월,1
강원도,고성군,젖소,암소,32개월,1
강원도,고성군,젖소,암소,33개월,1
강원도,고성군,한우,수소,20개월이하,1643
강원도,고성군,한우,수소,21개월,91
강원도,고성군,한우,수소,22개월,96
강원도,고성군,한우,수소,23개월,125
강원도,고성군,한우,수소,24개월,132
강원도,고성군,한우,수소,25개월,78
강원도,고성군,한우,수소,26개월,47
강원도,고성군,한우,수소,27개월,30
강원도,고성군,한우,수소,28개월,40
강원도,고성군,한우,수소,29개월,27
강원도,고성군,한우,수소,30개월,26
강원도,고성군,한우,수소,31개월,19
강원도,고성군,한우,수소,32개월,17
강원도,고성군,한우,수소,33개월,12
강원도,고성군,한우,수소,34개월,6
강원도,고성군,한우,수소,35개월,11
강원도,고성군,한우,수소,36개월,6
강원도,고성군,한우,수소,37개월,7
강원도,고성군,한우,수소,38개월,1
강원도,고성군,한우,수소,40개월이상,9
강원도,고성군,한우,암소,20개월이하,1963
강원도,고성군,한우,암소,21개월,105
강원도,고성군,한우,암소,22개월,143
강원도,고성군,한우,암소,23개월,179
강원도,고성군,한우,암소,24개월,194
강원도,고성군,한우,암소,25개월,131
강원도,고성군,한우,암소,26개월,79
강원도,고성군,한우,암소,27개월,79
강원도,고성군,한우,암소,28개월,72
강원도,고성군,한우,암소,29개월,43
강원도,고성군,한우,암소,30개월,69
강원도,고성군,한우,암소,31개월,55
강원도,고성군,한우,암소,32개월,64
강원도,고성군,한우,암소,33개월,76
강원도,고성군,한우,암소,34개월,93
강원도,고성군,한우,암소,35개월,127
강원도,고성군,한우,암소,36개월,130
강원도,고성군,한우,암소,37개월,122
강원도,고성군,한우,암소,38개월,59
강원도,고성군,한우,암소,39개월,61
강원도,고성군,한우,암소,40개월이상,1708
강원도,동해시,한우,수소,20개월이하,191
강원도,동해시,한우,수소,21개월,5
강원도,동해시,한우,수소,22개월,16
강원도,동해시,한우,수소,23개월,17
강원도,동해시,한우,수소,24개월,21
강원도,동해시,한우,수소,25개월,18
강원도,동해시,한우,수소,26개월,5
강원도,동해시,한우,수소,27개월,9
강원도,동해시,한우,수소,28개월,13
강원도,동해시,한우,수소,29개월,2
강원도,동해시,한우,수소,30개월,2
강원도,동해시,한우,수소,31개월,7
강원도,동해시,한우,수소,32개월,1
강원도,동해시,한우,수소,33개월,1
강원도,동해시,한우,암소,20개월이하,186
강원도,동해시,한우,암소,21개월,13
강원도,동해시,한우,암소,22개월,14
강원도,동해시,한우,암소,23개월,26
강원도,동해시,한우,암소,24개월,23
강원도,동해시,한우,암소,25개월,19
강원도,동해시,한우,암소,26개월,3
강원도,동해시,한우,암소,27개월,4
강원도,동해시,한우,암소,28개월,2
강원도,동해시,한우,암소,29개월,6
강원도,동해시,한우,암소,30개월,10
강원도,동해시,한우,암소,31개월,9
강원도,동해시,한우,암소,32개월,8
강원도,동해시,한우,암소,33개월,11
강원도,동해시,한우,암소,34개월,10
강원도,동해시,한우,암소,35개월,16
강원도,동해시,한우,암소,36개월,19
강원도,동해시,한우,암소,37개월,8
강원도,동해시,한우,암소,38개월,2
강원도,동해시,한우,암소,39개월,4
강원도,동해시,한우,암소,40개월이상,221
강원도,삼척시,육우,수소,20개월이하,12
강원도,삼척시,한우,수소,20개월이하,2036
강원도,삼척시,한우,수소,21개월,82
강원도,삼척시,한우,수소,22개월,94
강원도,삼척시,한우,수소,23개월,149
강원도,삼척시,한우,수소,24개월,165
강원도,삼척시,한우,수소,25개월,179
강원도,삼척시,한우,수소,26개월,90
강원도,삼척시,한우,수소,27개월,67
강원도,삼척시,한우,수소,28개월,51
강원도,삼척시,한우,수소,29개월,61
강원도,삼척시,한우,수소,30개월,40
강원도,삼척시,한우,수소,31개월,11
강원도,삼척시,한우,수소,32개월,5
강원도,삼척시,한우,수소,33개월,1
강원도,삼척시,한우,수소,34개월,5
강원도,삼척시,한우,수소,35개월,5
강원도,삼척시,한우,수소,36개월,3
강원도,삼척시,한우,수소,37개월,2
강원도,삼척시,한우,수소,39개월,2
강원도,삼척시,한우,수소,40개월이상,1
강원도,삼척시,한우,암소,20개월이하,2186
강원도,삼척시,한우,암소,21개월,81
강원도,삼척시,한우,암소,22개월,123
강원도,삼척시,한우,암소,23개월,163
강원도,삼척시,한우,암소,24개월,157
강원도,삼척시,한우,암소,25개월,148
강원도,삼척시,한우,암소,26개월,94
강원도,삼척시,한우,암소,27개월,76
강원도,삼척시,한우,암소,28개월,64
강원도,삼척시,한우,암소,29개월,91
강원도,삼척시,한우,암소,30개월,59
강원도,삼척시,한우,암소,31개월,66
강원도,삼척시,한우,암소,32개월,81
강원도,삼척시,한우,암소,33개월,73
강원도,삼척시,한우,암소,34개월,100
강원도,삼척시,한우,암소,35개월,131
강원도,삼척시,한우,암소,36개월,110
강원도,삼척시,한우,암소,37개월,112
강원도,삼척시,한우,암소,38개월,52
강원도,삼척시,한우,암소,39개월,54
강원도,삼척시,한우,암소,40개월이상,2569
강원도,속초시,한우,수소,20개월이하,70
강원도,속초시,한우,수소,21개월,1
강원도,속초시,한우,수소,23개월,2
강원도,속초시,한우,수소,24개월,1
강원도,속초시,한우,수소,26개월,1
강원도,속초시,한우,수소,27개월,1
강원도,속초시,한우,수소,28개월,4
강원도,속초시,한우,수소,29개월,6
강원도,속초시,한우,수소,30개월,2
강원도,속초시,한우,수소,40개월이상,1
강원도,속초시,한우,암소,20개월이하,78
강원도,속초시,한우,암소,21개월,1
강원도,속초시,한우,암소,22개월,3
강원도,속초시,한우,암소,23개월,4
강원도,속초시,한우,암소,24개월,9
강원도,속초시,한우,암소,25개월,5
강원도,속초시,한우,암소,26개월,6
강원도,속초시,한우,암소,27개월,3
강원도,속초시,한우,암소,28개월,8
강원도,속초시,한우,암소,30개월,2
강원도,속초시,한우,암소,31개월,4
강원도,속초시,한우,암소,32개월,2
강원도,속초시,한우,암소,33개월,4
