시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,33
강원도,강릉시,육우,수소,21개월,6
강원도,강릉시,육우,수소,22개월,5
강원도,강릉시,육우,수소,23개월,1
강원도,강릉시,육우,수소,24개월,2
강원도,강릉시,육우,수소,25개월,1
강원도,강릉시,육우,수소,26개월,1
강원도,강릉시,육우,수소,28개월,2
강원도,강릉시,육우,수소,33개월,2
강원도,강릉시,육우,수소,36개월,1
강원도,강릉시,육우,수소,40개월이상,6
강원도,강릉시,젖소,암소,20개월이하,211
강원도,강릉시,젖소,암소,21개월,34
강원도,강릉시,젖소,암소,22개월,15
강원도,강릉시,젖소,암소,23개월,12
강원도,강릉시,젖소,암소,24개월,24
강원도,강릉시,젖소,암소,25개월,7
강원도,강릉시,젖소,암소,26개월,9
강원도,강릉시,젖소,암소,27개월,3
강원도,강릉시,젖소,암소,28개월,5
강원도,강릉시,젖소,암소,29개월,10
강원도,강릉시,젖소,암소,30개월,8
강원도,강릉시,젖소,암소,31개월,8
강원도,강릉시,젖소,암소,32개월,12
강원도,강릉시,젖소,암소,33개월,8
강원도,강릉시,젖소,암소,34개월,10
강원도,강릉시,젖소,암소,35개월,4
강원도,강릉시,젖소,암소,36개월,7
강원도,강릉시,젖소,암소,37개월,13
강원도,강릉시,젖소,암소,38개월,21
강원도,강릉시,젖소,암소,39개월,12
강원도,강릉시,젖소,암소,40개월이상,306
강원도,강릉시,한우,수소,20개월이하,2343
강원도,강릉시,한우,수소,21개월,86
강원도,강릉시,한우,수소,22개월,86
강원도,강릉시,한우,수소,23개월,83
강원도,강릉시,한우,수소,24개월,88
강원도,강릉시,한우,수소,25개월,146
강원도,강릉시,한우,수소,26개월,164
강원도,강릉시,한우,수소,27개월,173
강원도,강릉시,한우,수소,28개월,106
강원도,강릉시,한우,수소,29개월,70
강원도,강릉시,한우,수소,30개월,50
강원도,강릉시,한우,수소,31개월,14
강원도,강릉시,한우,수소,32개월,8
강원도,강릉시,한우,수소,33개월,1
강원도,강릉시,한우,수소,35개월,1
강원도,강릉시,한우,수소,36개월,1
강원도,강릉시,한우,수소,39개월,1
강원도,강릉시,한우,수소,40개월이상,1
강원도,강릉시,한우,암소,20개월이하,1694
강원도,강릉시,한우,암소,21개월,54
강원도,강릉시,한우,암소,22개월,58
강원도,강릉시,한우,암소,23개월,52
강원도,강릉시,한우,암소,24개월,74
강원도,강릉시,한우,암소,25개월,92
강원도,강릉시,한우,암소,26개월,116
강원도,강릉시,한우,암소,27개월,132
강원도,강릉시,한우,암소,28개월,97
강원도,강릉시,한우,암소,29개월,55
강원도,강릉시,한우,암소,30개월,55
강원도,강릉시,한우,암소,31개월,51
강원도,강릉시,한우,암소,32개월,33
강원도,강릉시,한우,암소,33개월,49
강원도,강릉시,한우,암소,34개월,49
강원도,강릉시,한우,암소,35개월,52
강원도,강릉시,한우,암소,36개월,59
강원도,강릉시,한우,암소,37개월,69
강원도,강릉시,한우,암소,38개월,101
강원도,강릉시,한우,암소,39개월,99
강원도,강릉시,한우,암소,40개월이상,1644
강원도,고성군,육우,수소,20개월이하,2
강원도,고성군,육우,암소,28개월,1
강원도,고성군,젖소,암소,36개월,1
강원도,고성군,한우,수소,20개월이하,1833
강원도,고성군,한우,수소,21개월,55
강원도,고성군,한우,수소,22개월,75
강원도,고성군,한우,수소,23개월,90
강원도,고성군,한우,수소,24개월,90
강원도,고성군,한우,수소,25개월,98
강원도,고성군,한우,수소,26개월,117
강원도,고성군,한우,수소,27개월,131
강원도,고성군,한우,수소,28개월,79
강원도,고성군,한우,수소,29개월,39
강원도,고성군,한우,수소,30개월,23
강원도,고성군,한우,수소,31개월,24
강원도,고성군,한우,수소,32개월,10
강원도,고성군,한우,수소,33개월,4
강원도,고성군,한우,수소,34개월,3
강원도,고성군,한우,수소,35개월,9
강원도,고성군,한우,수소,36개월,6
강원도,고성군,한우,수소,37개월,5
강원도,고성군,한우,수소,38개월,8
강원도,고성군,한우,수소,39개월,5
강원도,고성군,한우,수소,40개월이상,10
강원도,고성군,한우,암소,20개월이하,2200
강원도,고성군,한우,암소,21개월,89
강원도,고성군,한우,암소,22개월,74
강원도,고성군,한우,암소,23개월,101
강원도,고성군,한우,암소,24개월,105
강원도,고성군,한우,암소,25개월,145
강원도,고성군,한우,암소,26개월,179
강원도,고성군,한우,암소,27개월,191
강원도,고성군,한우,암소,28개월,125
강원도,고성군,한우,암소,29개월,81
강원도,고성군,한우,암소,30개월,75
강원도,고성군,한우,암소,31개월,72
강원도,고성군,한우,암소,32개월,42
강원도,고성군,한우,암소,33개월,68
강원도,고성군,한우,암소,34개월,50
강원도,고성군,한우,암소,35개월,60
강원도,고성군,한우,암소,36개월,72
강원도,고성군,한우,암소,37개월,88
강원도,고성군,한우,암소,38개월,121
강원도,고성군,한우,암소,39개월,128
강원도,고성군,한우,암소,40개월이상,1738
강원도,동해시,한우,수소,20개월이하,238
강원도,동해시,한우,수소,21개월,2
강원도,동해시,한우,수소,22개월,8
강원도,동해시,한우,수소,23개월,10
강원도,동해시,한우,수소,24개월,5
강원도,동해시,한우,수소,25개월,13
강원도,동해시,한우,수소,26개월,14
강원도,동해시,한우,수소,27개월,20
강원도,동해시,한우,수소,28개월,17
강원도,동해시,한우,수소,29개월,4
강원도,동해시,한우,수소,30개월,5
강원도,동해시,한우,수소,31개월,6
강원도,동해시,한우,수소,34개월,1
강원도,동해시,한우,수소,36개월,1
강원도,동해시,한우,암소,20개월이하,235
강원도,동해시,한우,암소,21개월,9
강원도,동해시,한우,암소,22개월,4
강원도,동해시,한우,암소,23개월,11
강원도,동해시,한우,암소,24개월,12
강원도,동해시,한우,암소,25개월,13
강원도,동해시,한우,암소,26개월,26
강원도,동해시,한우,암소,27개월,20
강원도,동해시,한우,암소,28개월,18
강원도,동해시,한우,암소,29개월,3
강원도,동해시,한우,암소,30개월,3
강원도,동해시,한우,암소,31개월,2
강원도,동해시,한우,암소,32개월,5
강원도,동해시,한우,암소,33개월,10
강원도,동해시,한우,암소,34개월,8
강원도,동해시,한우,암소,35개월,8
강원도,동해시,한우,암소,36개월,11
강원도,동해시,한우,암소,37개월,10
강원도,동해시,한우,암소,38개월,16
강원도,동해시,한우,암소,39개월,18
강원도,동해시,한우,암소,40개월이상,225
강원도,삼척시,육우,수소,20개월이하,12
강원도,삼척시,한우,수소,20개월이하,2354
강원도,삼척시,한우,수소,21개월,76
강원도,삼척시,한우,수소,22개월,102
강원도,삼척시,한우,수소,23개월,109
강원도,삼척시,한우,수소,24개월,82
강원도,삼척시,한우,수소,25개월,93
강원도,삼척시,한우,수소,26개월,139
강원도,삼척시,한우,수소,27개월,155
강원도,삼척시,한우,수소,28개월,149
강원도,삼척시,한우,수소,29개월,55
강원도,삼척시,한우,수소,30개월,15
강원도,삼척시,한우,수소,31개월,3
강원도,삼척시,한우,수소,32개월,6
강원도,삼척시,한우,수소,33개월,2
강원도,삼척시,한우,수소,34개월,2
강원도,삼척시,한우,수소,35개월,1
강원도,삼척시,한우,수소,37개월,2
강원도,삼척시,한우,수소,38개월,2
강원도,삼척시,한우,수소,39개월,3
강원도,삼척시,한우,수소,40개월이상,4
강원도,삼척시,한우,암소,20개월이하,2575
강원도,삼척시,한우,암소,21개월,91
강원도,삼척시,한우,암소,22개월,80
강원도,삼척시,한우,암소,23개월,92
강원도,삼척시,한우,암소,24개월,79
강원도,삼척시,한우,암소,25개월,119
강원도,삼척시,한우,암소,26개월,160
강원도,삼척시,한우,암소,27개월,156
강원도,삼척시,한우,암소,28개월,147
강원도,삼척시,한우,암소,29개월,92
강원도,삼척시,한우,암소,30개월,74
강원도,삼척시,한우,암소,31개월,62
강원도,삼척시,한우,암소,32개월,87
강원도,삼척시,한우,암소,33개월,55
강원도,삼척시,한우,암소,34개월,60
강원도,삼척시,한우,암소,35개월,76
강원도,삼척시,한우,암소,36개월,70
강원도,삼척시,한우,암소,37개월,96
강원도,삼척시,한우,암소,38개월,124
강원도,삼척시,한우,암소,39개월,105
강원도,삼척시,한우,암소,40개월이상,2606
강원도,속초시,한우,수소,20개월이하,59
강원도,속초시,한우,수소,21개월,8
강원도,속초시,한우,수소,22개월,4
강원도,속초시,한우,수소,23개월,7
강원도,속초시,한우,수소,24개월,1
강원도,속초시,한우,수소,26개월,2
강원도,속초시,한우,수소,27개월,1
강원도,속초시,한우,수소,29개월,1
강원도,속초시,한우,수소,40개월이상,1
강원도,속초시,한우,암소,20개월이하,73
강원도,속초시,한우,암소,21개월,4
강원도,속초시,한우,암소,22개월,3
강원도,속초시,한우,암소,23개월,3
강원도,속초시,한우,암소,24개월,1
강원도,속초시,한우,암소,25개월,2
강원도,속초시,한우,암소,26개월,5
강원도,속초시,한우,암소,27개월,9
