시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,48
강원도,강릉시,육우,수소,21개월,1
강원도,강릉시,육우,수소,22개월,1
강원도,강릉시,육우,수소,24개월,1
강원도,강릉시,육우,수소,25개월,1
강원도,강릉시,육우,수소,27개월,1
강원도,강릉시,육우,수소,28개월,2
강원도,강릉시,육우,수소,40개월이상,1
강원도,강릉시,육우,암소,20개월이하,1
강원도,강릉시,육우,암소,26개월,1
강원도,강릉시,육우,암소,30개월,1
강원도,강릉시,육우,암소,36개월,1
강원도,강릉시,젖소,암소,20개월이하,231
강원도,강릉시,젖소,암소,21개월,8
강원도,강릉시,젖소,암소,22개월,15
강원도,강릉시,젖소,암소,23개월,5
강원도,강릉시,젖소,암소,24개월,4
강원도,강릉시,젖소,암소,25개월,10
강원도,강릉시,젖소,암소,26개월,2
강원도,강릉시,젖소,암소,27개월,32
강원도,강릉시,젖소,암소,28개월,15
강원도,강릉시,젖소,암소,29개월,11
강원도,강릉시,젖소,암소,30개월,19
강원도,강릉시,젖소,암소,31개월,5
강원도,강릉시,젖소,암소,32개월,9
강원도,강릉시,젖소,암소,33개월,2
강원도,강릉시,젖소,암소,34개월,1
강원도,강릉시,젖소,암소,35개월,8
강원도,강릉시,젖소,암소,36개월,8
강원도,강릉시,젖소,암소,37개월,8
강원도,강릉시,젖소,암소,38개월,11
강원도,강릉시,젖소,암소,39개월,7
강원도,강릉시,젖소,암소,40개월이상,311
강원도,강릉시,한우,수소,20개월이하,2182
강원도,강릉시,한우,수소,21개월,212
강원도,강릉시,한우,수소,22개월,179
강원도,강릉시,한우,수소,23개월,136
강원도,강릉시,한우,수소,24개월,80
강원도,강릉시,한우,수소,25개월,91
강원도,강릉시,한우,수소,26개월,69
강원도,강릉시,한우,수소,27개월,75
강원도,강릉시,한우,수소,28개월,63
강원도,강릉시,한우,수소,29개월,44
강원도,강릉시,한우,수소,30개월,27
강원도,강릉시,한우,수소,31개월,23
강원도,강릉시,한우,수소,32개월,10
강원도,강릉시,한우,수소,33개월,5
강원도,강릉시,한우,수소,34개월,2
강원도,강릉시,한우,수소,36개월,1
강원도,강릉시,한우,수소,38개월,2
강원도,강릉시,한우,수소,40개월이상,1
강원도,강릉시,한우,암소,20개월이하,1574
강원도,강릉시,한우,암소,21개월,137
강원도,강릉시,한우,암소,22개월,105
강원도,강릉시,한우,암소,23개월,64
강원도,강릉시,한우,암소,24개월,61
강원도,강릉시,한우,암소,25개월,56
강원도,강릉시,한우,암소,26개월,29
강원도,강릉시,한우,암소,27개월,50
강원도,강릉시,한우,암소,28개월,52
강원도,강릉시,한우,암소,29개월,53
강원도,강릉시,한우,암소,30개월,61
강원도,강릉시,한우,암소,31개월,85
강원도,강릉시,한우,암소,32개월,106
강원도,강릉시,한우,암소,33개월,119
강원도,강릉시,한우,암소,34개월,82
강원도,강릉시,한우,암소,35개월,46
강원도,강릉시,한우,암소,36개월,50
강원도,강릉시,한우,암소,37개월,46
강원도,강릉시,한우,암소,38개월,27
강원도,강릉시,한우,암소,39개월,37
강원도,강릉시,한우,암소,40개월이상,1663
강원도,고성군,육우,수소,20개월이하,2
강원도,고성군,한우,수소,20개월이하,1714
강원도,고성군,한우,수소,21개월,186
강원도,고성군,한우,수소,22개월,111
강원도,고성군,한우,수소,23개월,63
강원도,고성군,한우,수소,24개월,69
강원도,고성군,한우,수소,25개월,49
강원도,고성군,한우,수소,26개월,42
강원도,고성군,한우,수소,27개월,48
강원도,고성군,한우,수소,28개월,70
강원도,고성군,한우,수소,29개월,78
강원도,고성군,한우,수소,30개월,72
강원도,고성군,한우,수소,31개월,55
강원도,고성군,한우,수소,32개월,36
강원도,고성군,한우,수소,33개월,23
강원도,고성군,한우,수소,34개월,11
강원도,고성군,한우,수소,35개월,5
강원도,고성군,한우,수소,36개월,3
강원도,고성군,한우,수소,37개월,2
강원도,고성군,한우,수소,39개월,2
강원도,고성군,한우,수소,40개월이상,24
강원도,고성군,한우,암소,20개월이하,1977
강원도,고성군,한우,암소,21개월,189
강원도,고성군,한우,암소,22개월,183
강원도,고성군,한우,암소,23개월,144
강원도,고성군,한우,암소,24개월,79
강원도,고성군,한우,암소,25개월,70
강원도,고성군,한우,암소,26개월,65
강원도,고성군,한우,암소,27개월,85
강원도,고성군,한우,암소,28개월,74
강원도,고성군,한우,암소,29개월,97
강원도,고성군,한우,암소,30개월,102
강원도,고성군,한우,암소,31개월,140
강원도,고성군,한우,암소,32개월,164
강원도,고성군,한우,암소,33개월,173
강원도,고성군,한우,암소,34개월,115
강원도,고성군,한우,암소,35개월,76
강원도,고성군,한우,암소,36개월,66
강원도,고성군,한우,암소,37개월,65
강원도,고성군,한우,암소,38개월,36
강원도,고성군,한우,암소,39개월,64
강원도,고성군,한우,암소,40개월이상,1917
강원도,동해시,한우,수소,20개월이하,176
강원도,동해시,한우,수소,21개월,12
강원도,동해시,한우,수소,22개월,17
강원도,동해시,한우,수소,23개월,6
강원도,동해시,한우,수소,24개월,1
강원도,동해시,한우,수소,25개월,9
강원도,동해시,한우,수소,26개월,4
강원도,동해시,한우,수소,27개월,2
강원도,동해시,한우,수소,28개월,5
강원도,동해시,한우,수소,29개월,10
강원도,동해시,한우,수소,30개월,4
강원도,동해시,한우,수소,31개월,2
강원도,동해시,한우,수소,33개월,1
강원도,동해시,한우,암소,20개월이하,209
강원도,동해시,한우,암소,21개월,13
강원도,동해시,한우,암소,22개월,11
강원도,동해시,한우,암소,23개월,4
강원도,동해시,한우,암소,24개월,7
강원도,동해시,한우,암소,25개월,5
강원도,동해시,한우,암소,26개월,5
강원도,동해시,한우,암소,27개월,6
강원도,동해시,한우,암소,28개월,4
강원도,동해시,한우,암소,29개월,11
강원도,동해시,한우,암소,30개월,11
강원도,동해시,한우,암소,31개월,10
강원도,동해시,한우,암소,32개월,17
강원도,동해시,한우,암소,33개월,16
강원도,동해시,한우,암소,34개월,15
강원도,동해시,한우,암소,35개월,3
강원도,동해시,한우,암소,36개월,4
강원도,동해시,한우,암소,37개월,2
강원도,동해시,한우,암소,38개월,3
강원도,동해시,한우,암소,39개월,9
강원도,동해시,한우,암소,40개월이상,230
강원도,삼척시,육우,수소,20개월이하,12
강원도,삼척시,한우,수소,20개월이하,2107
강원도,삼척시,한우,수소,21개월,152
강원도,삼척시,한우,수소,22개월,149
강원도,삼척시,한우,수소,23개월,76
강원도,삼척시,한우,수소,24개월,75
강원도,삼척시,한우,수소,25개월,70
강원도,삼척시,한우,수소,26개월,64
강원도,삼척시,한우,수소,27개월,72
강원도,삼척시,한우,수소,28개월,85
강원도,삼척시,한우,수소,29개월,56
강원도,삼척시,한우,수소,30개월,38
강원도,삼척시,한우,수소,31개월,20
강원도,삼척시,한우,수소,32개월,10
강원도,삼척시,한우,수소,33개월,11
강원도,삼척시,한우,수소,34개월,5
