시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,36
강원도,강릉시,육우,수소,25개월,1
강원도,강릉시,육우,수소,27개월,1
강원도,강릉시,육우,수소,28개월,1
강원도,강릉시,육우,수소,30개월,1
강원도,강릉시,육우,수소,31개월,1
강원도,강릉시,육우,수소,40개월이상,1
강원도,강릉시,육우,암소,29개월,1
강원도,강릉시,젖소,암소,20개월이하,232
강원도,강릉시,젖소,암소,21개월,6
강원도,강릉시,젖소,암소,22개월,13
강원도,강릉시,젖소,암소,23개월,17
강원도,강릉시,젖소,암소,24개월,8
강원도,강릉시,젖소,암소,25개월,14
강원도,강릉시,젖소,암소,26개월,5
강원도,강릉시,젖소,암소,27개월,4
강원도,강릉시,젖소,암소,28개월,10
강원도,강릉시,젖소,암소,29개월,2
강원도,강릉시,젖소,암소,30개월,32
강원도,강릉시,젖소,암소,31개월,14
강원도,강릉시,젖소,암소,32개월,9
강원도,강릉시,젖소,암소,33개월,19
강원도,강릉시,젖소,암소,34개월,6
강원도,강릉시,젖소,암소,35개월,9
강원도,강릉시,젖소,암소,36개월,2
강원도,강릉시,젖소,암소,37개월,1
강원도,강릉시,젖소,암소,38개월,8
강원도,강릉시,젖소,암소,39개월,7
강원도,강릉시,젖소,암소,40개월이상,312
강원도,강릉시,한우,수소,20개월이하,2048
강원도,강릉시,한우,수소,21개월,95
강원도,강릉시,한우,수소,22개월,159
강원도,강릉시,한우,수소,23개월,245
강원도,강릉시,한우,수소,24개월,199
강원도,강릉시,한우,수소,25개월,165
강원도,강릉시,한우,수소,26개월,125
강원도,강릉시,한우,수소,27개월,76
강원도,강릉시,한우,수소,28개월,74
강원도,강릉시,한우,수소,29개월,44
강원도,강릉시,한우,수소,30개월,37
강원도,강릉시,한우,수소,31개월,18
강원도,강릉시,한우,수소,32개월,13
강원도,강릉시,한우,수소,33개월,3
강원도,강릉시,한우,수소,34개월,3
강원도,강릉시,한우,수소,35개월,1
강원도,강릉시,한우,수소,36개월,1
강원도,강릉시,한우,수소,37개월,1
강원도,강릉시,한우,수소,39개월,1
강원도,강릉시,한우,수소,40개월이상,2
강원도,강릉시,한우,암소,20개월이하,1506
강원도,강릉시,한우,암소,21개월,86
강원도,강릉시,한우,암소,22개월,92
강원도,강릉시,한우,암소,23개월,122
강원도,강릉시,한우,암소,24개월,137
