시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,36
강원도,강릉시,육우,수소,21개월,1
강원도,강릉시,육우,수소,22개월,1
강원도,강릉시,육우,수소,24개월,1
강원도,강릉시,육우,수소,25개월,2
강원도,강릉시,육우,수소,40개월이상,1
강원도,강릉시,육우,암소,20개월이하,1
강원도,강릉시,젖소,암소,20개월이하,210
강원도,강릉시,젖소,암소,21개월,4
강원도,강릉시,젖소,암소,22개월,11
강원도,강릉시,젖소,암소,23개월,3
강원도,강릉시,젖소,암소,24개월,32
강원도,강릉시,젖소,암소,25개월,15
강원도,강릉시,젖소,암소,26개월,11
강원도,강릉시,젖소,암소,27개월,21
강원도,강릉시,젖소,암소,28개월,6
강원도,강릉시,젖소,암소,29개월,9
강원도,강릉시,젖소,암소,30개월,3
강원도,강릉시,젖소,암소,31개월,2
강원도,강릉시,젖소,암소,32개월,8
강원도,강릉시,젖소,암소,33개월,9
강원도,강릉시,젖소,암소,34개월,8
강원도,강릉시,젖소,암소,35개월,11
강원도,강릉시,젖소,암소,36개월,7
강원도,강릉시,젖소,암소,37개월,10
강원도,강릉시,젖소,암소,38개월,4
강원도,강릉시,젖소,암소,39개월,6
강원도,강릉시,젖소,암소,40개월이상,316
강원도,강릉시,한우,수소,20개월이하,2349
강원도,강릉시,한우,수소,21개월,83
강원도,강릉시,한우,수소,22개월,97
강원도,강릉시,한우,수소,23개월,72
강원도,강릉시,한우,수소,24개월,82
강원도,강릉시,한우,수소,25개월,71
강원도,강릉시,한우,수소,26개월,65
강원도,강릉시,한우,수소,27개월,67
강원도,강릉시,한우,수소,28개월,83
강원도,강릉시,한우,수소,29개월,86
강원도,강릉시,한우,수소,30개월,68
강원도,강릉시,한우,수소,31개월,15
강원도,강릉시,한우,수소,32개월,2
강원도,강릉시,한우,수소,33개월,1
강원도,강릉시,한우,수소,34개월,2
강원도,강릉시,한우,수소,35개월,2
강원도,강릉시,한우,수소,40개월이상,2
강원도,강릉시,한우,암소,20개월이하,1762
강원도,강릉시,한우,암소,21개월,64
강원도,강릉시,한우,암소,22개월,55
강원도,강릉시,한우,암소,23개월,29
강원도,강릉시,한우,암소,24개월,52
강원도,강릉시,한우,암소,25개월,57
강원도,강릉시,한우,암소,26개월,54
강원도,강릉시,한우,암소,27개월,68
강원도,강릉시,한우,암소,28개월,89
