시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,29
강원도,강릉시,육우,수소,23개월,2
강원도,강릉시,육우,수소,31개월,1
강원도,강릉시,육우,암소,32개월,1
강원도,강릉시,육우,암소,36개월,1
강원도,강릉시,젖소,암소,20개월이하,208
강원도,강릉시,젖소,암소,21개월,13
강원도,강릉시,젖소,암소,22개월,13
강원도,강릉시,젖소,암소,23개월,11
강원도,강릉시,젖소,암소,24개월,5
강원도,강릉시,젖소,암소,25개월,12
강원도,강릉시,젖소,암소,26개월,14
강원도,강릉시,젖소,암소,27개월,5
강원도,강릉시,젖소,암소,28개월,12
강원도,강릉시,젖소,암소,29개월,5
강원도,강릉시,젖소,암소,30개월,4
강원도,강릉시,젖소,암소,31개월,10
강원도,강릉시,젖소,암소,32개월,2
강원도,강릉시,젖소,암소,33개월,32
강원도,강릉시,젖소,암소,34개월,13
강원도,강릉시,젖소,암소,35개월,8
강원도,강릉시,젖소,암소,36개월,18
강원도,강릉시,젖소,암소,37개월,6
강원도,강릉시,젖소,암소,38개월,9
강원도,강릉시,젖소,암소,39개월,2
강원도,강릉시,젖소,암소,40개월이상,265
강원도,강릉시,한우,수소,20개월이하,2216
강원도,강릉시,한우,수소,21개월,72
강원도,강릉시,한우,수소,22개월,84
강원도,강릉시,한우,수소,23개월,80
강원도,강릉시,한우,수소,24개월,90
강원도,강릉시,한우,수소,25개월,151
강원도,강릉시,한우,수소,26개월,235
강원도,강릉시,한우,수소,27개월,182
강원도,강릉시,한우,수소,28개월,136
강원도,강릉시,한우,수소,29개월,88
강원도,강릉시,한우,수소,30개월,26
강원도,강릉시,한우,수소,31개월,28
강원도,강릉시,한우,수소,32개월,7
강원도,강릉시,한우,수소,33개월,2
강원도,강릉시,한우,수소,34개월,1
강원도,강릉시,한우,수소,35개월,4
강원도,강릉시,한우,수소,36개월,2
강원도,강릉시,한우,수소,37개월,1
강원도,강릉시,한우,수소,39개월,1
강원도,강릉시,한우,수소,40개월이상,3
강원도,강릉시,한우,암소,20개월이하,1677
강원도,강릉시,한우,암소,21개월,50
강원도,강릉시,한우,암소,22개월,75
강원도,강릉시,한우,암소,23개월,87
강원도,강릉시,한우,암소,24개월,83
강원도,강릉시,한우,암소,25개월,93
강원도,강릉시,한우,암소,26개월,117
강원도,강릉시,한우,암소,27개월,134
강원도,강릉시,한우,암소,28개월,106
강원도,강릉시,한우,암소,29개월,62
강원도,강릉시,한우,암소,30개월,53
강원도,강릉시,한우,암소,31개월,56
강원도,강릉시,한우,암소,32개월,29
강원도,강릉시,한우,암소,33개월,45
강원도,강릉시,한우,암소,34개월,47
강원도,강릉시,한우,암소,35개월,47
강원도,강릉시,한우,암소,36개월,54
강원도,강릉시,한우,암소,37개월,73
강원도,강릉시,한우,암소,38개월,101
강원도,강릉시,한우,암소,39개월,106
강원도,강릉시,한우,암소,40개월이상,1559
강원도,고성군,육우,수소,20개월이하,1
강원도,고성군,한우,수소,20개월이하,1970
강원도,고성군,한우,수소,21개월,64
강원도,고성군,한우,수소,22개월,51
강원도,고성군,한우,수소,23개월,62
강원도,고성군,한우,수소,24개월,67
강원도,고성군,한우,수소,25개월,104
강원도,고성군,한우,수소,26개월,134
강원도,고성군,한우,수소,27개월,180
강원도,고성군,한우,수소,28개월,108
강원도,고성군,한우,수소,29개월,61
강원도,고성군,한우,수소,30개월,49
강원도,고성군,한우,수소,31개월,22
강원도,고성군,한우,수소,32개월,12
강원도,고성군,한우,수소,33개월,9
강원도,고성군,한우,수소,34개월,3
강원도,고성군,한우,수소,35개월,2
강원도,고성군,한우,수소,36개월,5
강원도,고성군,한우,수소,37개월,3
강원도,고성군,한우,수소,38개월,1
강원도,고성군,한우,수소,39개월,3
강원도,고성군,한우,수소,40개월이상,22
강원도,고성군,한우,암소,20개월이하,2201
강원도,고성군,한우,암소,21개월,76
강원도,고성군,한우,암소,22개월,58
강원도,고성군,한우,암소,23개월,86
강원도,고성군,한우,암소,24개월,84
강원도,고성군,한우,암소,25개월,143
강원도,고성군,한우,암소,26개월,180
강원도,고성군,한우,암소,27개월,180
강원도,고성군,한우,암소,28개월,178
강원도,고성군,한우,암소,29개월,144
강원도,고성군,한우,암소,30개월,80
강원도,고성군,한우,암소,31개월,64
강원도,고성군,한우,암소,32개월,60
강원도,고성군,한우,암소,33개월,78
강원도,고성군,한우,암소,34개월,60
강원도,고성군,한우,암소,35개월,87
강원도,고성군,한우,암소,36개월,87
