시도명,시군명,소의종류,소의성별,사육개월령,사육두수
강원도,강릉시,육우,수소,20개월이하,33
강원도,강릉시,육우,수소,22개월,1
강원도,강릉시,육우,수소,30개월,2
강원도,강릉시,육우,수소,35개월,1
강원도,강릉시,육우,수소,40개월이상,1
강원도,강릉시,젖소,암소,20개월이하,198
강원도,강릉시,젖소,암소,21개월,10
강원도,강릉시,젖소,암소,22개월,13
강원도,강릉시,젖소,암소,23개월,5
강원도,강릉시,젖소,암소,24개월,38
강원도,강릉시,젖소,암소,25개월,3
강원도,강릉시,젖소,암소,26개월,4
강원도,강릉시,젖소,암소,27개월,6
강원도,강릉시,젖소,암소,28개월,14
강원도,강릉시,젖소,암소,29개월,9
강원도,강릉시,젖소,암소,30개월,5
강원도,강릉시,젖소,암소,31개월,8
강원도,강릉시,젖소,암소,32개월,5
강원도,강릉시,젖소,암소,33개월,5
강원도,강릉시,젖소,암소,34개월,7
강원도,강릉시,젖소,암소,35개월,9
강원도,강릉시,젖소,암소,36개월,11
강원도,강릉시,젖소,암소,37개월,10
강원도,강릉시,젖소,암소,38개월,8
강원도,강릉시,젖소,암소,39개월,4
강원도,강릉시,젖소,암소,40개월이상,282
강원도,강릉시,한우,수소,20개월이하,2231
강원도,강릉시,한우,수소,21개월,72
강원도,강릉시,한우,수소,22개월,83
강원도,강릉시,한우,수소,23개월,97
강원도,강릉시,한우,수소,24개월,76
강원도,강릉시,한우,수소,25개월,53
강원도,강릉시,한우,수소,26개월,73
강원도,강릉시,한우,수소,27개월,95
강원도,강릉시,한우,수소,28개월,132
강원도,강릉시,한우,수소,29개월,133
강원도,강릉시,한우,수소,30개월,48
강원도,강릉시,한우,수소,31개월,22
강원도,강릉시,한우,수소,32개월,8
강원도,강릉시,한우,수소,33개월,1
강원도,강릉시,한우,수소,40개월이상,2
강원도,강릉시,한우,암소,20개월이하,1840
강원도,강릉시,한우,암소,21개월,72
강원도,강릉시,한우,암소,22개월,67
강원도,강릉시,한우,암소,23개월,55
강원도,강릉시,한우,암소,24개월,66
강원도,강릉시,한우,암소,25개월,69
강원도,강릉시,한우,암소,26개월,59
강원도,강릉시,한우,암소,27개월,80
강원도,강릉시,한우,암소,28개월,90
강원도,강릉시,한우,암소,29개월,109
강원도,강릉시,한우,암소,30개월,116
강원도,강릉시,한우,암소,31개월,102
강원도,강릉시,한우,암소,32개월,62
강원도,강릉시,한우,암소,33개월,55
강원도,강릉시,한우,암소,34개월,43
강원도,강릉시,한우,암소,35개월,43
강원도,강릉시,한우,암소,36개월,40
강원도,강릉시,한우,암소,37개월,55
강원도,강릉시,한우,암소,38개월,69
강원도,강릉시,한우,암소,39개월,70
강원도,강릉시,한우,암소,40개월이상,1683
